pressure_psi,flow_rate_bpd,acoustic_amplitude_db,location_km,is_anomaly,anomaly_type,scada_confidence,das_confidence,fusion_confidence
1202.4835707650561,14269.9677718293,28.649643450051236,0.0,False,Normal,9.255742950353559,6.1123343802257235,1.0
1199.308678494144,14246.231684145638,29.710962658568963,0.0,False,Normal,16.280399393330104,15.808044068285689,1.0
1203.2384426905035,14202.981518496008,28.415160158000077,0.0,False,Normal,21.843148110485643,8.562209449244325,1.0
1207.6151492820402,14167.653161114722,29.38407694072192,0.0,False,Normal,10.004968837200718,4.84797131386221,1.0
1198.8292331263833,14234.91116568068,26.21277066609243,0.0,False,Normal,4.697784812954556,4.057322730194497,1.0
1060.3949724181255,13974.151395385172,92.38274768277616,98.06348868751847,True,Critical Leak,85.91264640198719,94.96736557530795,99.0
1207.896064077537,14244.759661001386,30.00241095072445,0.0,False,Normal,22.7690025054384,9.889568425042112,1.0
1203.8371736457646,14231.758590084099,28.365822737863617,0.0,False,Normal,5.024597667926335,6.092477683630283,1.0
1197.6526280703251,14252.477635765967,31.31849133686481,0.0,False,Normal,17.30027170723222,10.620209038860107,1.0
1202.7128002179297,14173.238239421971,31.875140275253116,0.0,False,Normal,16.132526760576443,19.484445780825354,1.0
1197.6829115359376,14265.869703281716,26.78488027126205,0.0,False,Normal,11.062623475561226,8.051596788502222,1.0
1197.6713512321487,14209.87998023462,28.47455044286757,0.0,False,Normal,8.028221666653835,13.435053547240983,1.0
1201.2098113578302,14303.763043631263,28.461715300425404,0.0,False,Normal,19.95875172723278,15.932305186651622,1.0
1190.433598776711,14165.540609095522,28.12019379778227,0.0,False,Normal,15.895352657285974,0.5428805407504669,1.0
1191.3754108374349,14286.798190158263,31.658949683863497,0.0,False,Normal,16.272132287133605,6.807937906652304,1.0
1197.188562353795,14209.895539173132,29.612347722454395,0.0,False,Normal,11.891153235833993,15.305433140794317,1.0
1194.9358443983278,14167.429099819277,29.47097031737878,0.0,False,Normal,10.990453977750214,6.5034828044874695,1.0
1201.5712366629764,14175.805708297285,25.992275271186493,0.0,False,Normal,2.725132293630267,12.073126996336416,1.0
1195.459879622394,14183.982634590284,31.270836060418453,0.0,False,Normal,13.859859851075605,6.20759200437595,1.0
1192.9384814933235,14221.208297320096,27.521483210293056,0.0,False,Normal,22.194131897271113,7.772240482440365,1.0
1207.3282438446079,14226.141774401774,30.119865260532656,0.0,False,Normal,10.54872789975673,7.163180971964469,1.0
1198.8711184975673,14171.314999803071,30.554753875916383,0.0,False,Normal,7.387926528666301,13.18335076847916,1.0
1200.3376410234396,14198.782270386951,32.7213171916773,0.0,False,Normal,17.17832283228501,11.007900570997965,1.0
1192.8762590689328,14307.113517930593,27.382359201761776,0.0,False,Normal,18.10039999223168,10.4942972250551,1.0
1197.2780863773742,14286.377158505036,23.96097568835835,0.0,False,Normal,12.07047019659412,22.537476189294168,1.0
1200.5546129485492,14221.816183483701,30.36769908950739,0.0,False,Normal,13.25617767650179,18.698487035600333,1.0
1194.2450321128886,14201.90017390841,33.601022363021706,0.0,False,Normal,16.319515586093793,0.0937818972310982,1.0
1201.8784900917283,14206.001566335914,32.47789270587887,0.0,False,Normal,14.222252656853367,7.782951633907258,1.0
1196.996806550406,14230.67589863652,30.41931883054925,0.0,False,Normal,20.00064667876991,22.13231837303496,1.0
1198.5415312510336,14148.86037174008,29.016727628735904,0.0,False,Normal,27.186212879621095,7.12704984655979,1.0
1196.991466938853,14187.131173128833,31.61424519327462,0.0,False,Normal,6.45418222404772,20.438729929375725,1.0
1209.2613909225447,14116.570796306121,28.052907600591062,0.0,False,Normal,21.1487756527899,7.868365925658697,1.0
1199.9325138763104,14219.961156130264,30.95271553871244,0.0,False,Normal,15.526298505116669,8.830012147267185,1.0
1194.7114453552206,14232.359796985136,31.010940318333255,0.0,False,Normal,21.941004694270806,14.317856795679061,1.0
1204.112724560516,14175.840676885031,32.12041981499776,0.0,False,Normal,18.6217725563284,9.548964124960822,1.0
1193.8957817501448,14278.699338164502,35.51932007782216,0.0,False,Normal,15.305782299678558,12.47312319787143,1.0
1201.044317975024,14138.711716849883,30.784831934357534,0.0,False,Normal,18.80011471220517,17.874743496538194,1.0
1190.201649380601,14126.781255989508,28.982072748585004,0.0,False,Normal,13.029221144076013,13.794004669878845,1.0
1193.3590697555078,14211.222590927999,29.948851375616012,0.0,False,Normal,11.128492889475726,10.707660660748498,1.0
1200.9843061793456,14252.354915130607,26.461848190221765,0.0,False,Normal,19.054315577991744,18.367634208587965,1.0
1203.6923328999771,14284.196384572893,28.610573737821884,0.0,False,Normal,10.778357756052479,14.383437379375497,1.0
1200.8568414059498,14177.055786856554,29.18143512377379,0.0,False,Normal,18.21186295820784,6.332284184513259,1.0
1199.4217585880588,14253.934041671564,28.951823204130815,0.0,False,Normal,15.153737915437492,19.900376167220095,1.0
1198.4944815220535,14198.074576524965,30.304709744067445,0.0,False,Normal,3.3527917443871207,13.21182796025089,1.0
1192.6073900481629,14191.368635002958,28.3551601352356,0.0,False,Normal,12.128087747685303,8.931616155650692,1.0
1196.4007789580264,14244.182996874333,32.242061334648945,0.0,False,Normal,16.674190975123107,0.0,1.0
