suction_psi,discharge_psi,vibration_in_sec,oil_temp_f,is_anomaly,anomaly_type,recommended_solution
452.4835707650562,1260.99033154879,0.32467174217444206,211.8246361257731,True,Thrust Bearing Degradation,Schedule unit shutdown within 48 hours for thrust bearing inspection.
449.3086784941441,1253.8695052436915,0.11710962658568964,158.279229978441,False,Nominal,Continue standard compression operations.
453.23844269050346,1240.8944555488026,0.10415160158000077,159.1727889331567,False,Nominal,Continue standard compression operations.
457.61514928204014,1230.2959483344164,0.11384076940721918,163.7753753146804,False,Nominal,Continue standard compression operations.
448.8292331263833,1250.4733497042039,0.08212770666092428,161.11310624906753,False,Nominal,Continue standard compression operations.
448.8293152152541,1245.9022807813262,0.12426587414745877,157.3290368618002,False,Nominal,Continue standard compression operations.
457.89606407753695,1253.427898300416,0.12002410950724449,160.97207257883528,False,Nominal,Continue standard compression operations.
453.83717364576455,1249.5275770252294,0.10365822737863618,156.90539202212327,False,Nominal,Continue standard compression operations.
447.65262807032525,1255.74329072979,0.1331849133686481,162.16538210777415,False,Nominal,Continue standard compression operations.
452.71280021792984,1231.9714718265914,0.13875140275253117,159.05775069636425,False,Nominal,Continue standard compression operations.
447.6829115359377,1259.7609109845148,0.08784880271262052,159.81272762252166,False,Nominal,Continue standard compression operations.
447.6713512321487,1242.963994070386,0.10474550442867571,162.65159329508438,False,Nominal,Continue standard compression operations.
451.2098113578302,1271.128913089379,0.10461715300425403,157.4256728628315,False,Nominal,Continue standard compression operations.
440.433598776711,1229.6621827286565,0.1012019379778227,157.20576362977403,False,Nominal,Continue standard compression operations.
441.37541083743486,1266.0394570474787,0.13658949683863497,158.832801347308,False,Nominal,Continue standard compression operations.
447.18856235379513,1242.9686617519396,0.11612347722454393,162.07675770203863,False,Nominal,Continue standard compression operations.
444.9358443983279,1230.2287299457832,0.11470970317378779,156.9613078490463,False,Nominal,Continue standard compression operations.
451.5712366629764,1232.7417124891851,0.07992275271186493,154.33568880377885,False,Nominal,Continue standard compression operations.
445.45987962239394,1235.1947903770852,0.13270836060418453,159.097682283182,False,Nominal,Continue standard compression operations.
442.93848149332354,1246.3624891960287,0.09521483210293055,161.10348159982183,False,Nominal,Continue standard compression operations.
457.32824384460775,1247.8425323205324,0.12119865260532656,162.40052349947766,False,Nominal,Continue standard compression operations.
448.8711184975673,1231.3944999409214,0.12554753875916383,159.0736772758292,False,Nominal,Continue standard compression operations.
450.33764102343963,852.3993682827842,0.7294384296871113,159.177146785768,True,Compressor Surge Detected,Open anti-surge recycle valve immediately to stabilize aerodynamic flow.
442.8762590689327,1272.1340553791779,0.09382359201761775,162.30780146851149,False,Nominal,Continue standard compression operations.
447.2780863773741,1265.9131475515107,0.05960975688358349,156.26051660060915,False,Nominal,Continue standard compression operations.
450.55461294854933,1246.5448550451106,0.12367699089507389,159.22295844963398,False,Nominal,Continue standard compression operations.
444.2450321128885,1240.570052172523,0.15601022363021708,160.38084777985011,False,Nominal,Continue standard compression operations.
451.87849009172834,1241.800469900774,0.14477892705878875,160.89843744257007,False,Nominal,Continue standard compression operations.
446.99680655040595,1249.2027695909562,0.12419318830549252,158.98038661361824,False,Nominal,Continue standard compression operations.
448.54153125103363,1224.658111522024,0.11016727628735905,160.06888202341167,False,Nominal,Continue standard compression operations.
446.991466938853,1236.1393519386497,0.1361424519327462,155.02334529317403,False,Nominal,Continue standard compression operations.
459.2613909225447,1214.9712388918363,0.10052907600591063,158.6835031753323,False,Nominal,Continue standard compression operations.
449.93251387631034,1245.9883468390792,0.1295271553871244,160.90701742510893,False,Nominal,Continue standard compression operations.
444.7114453552205,867.795053619481,0.5109984058134873,158.03541193149064,True,Compressor Surge Detected,Open anti-surge recycle valve immediately to stabilize aerodynamic flow.
454.11272456051597,1232.7522030655093,0.1412041981499776,160.1179684431792,False,Nominal,Continue standard compression operations.
443.89578175014486,1263.6098014493505,0.17519320077822154,160.8937450016054,False,Nominal,Continue standard compression operations.
451.0443179750238,1221.6135150549649,0.12784831934357532,159.31490159828448,False,Nominal,Continue standard compression operations.
440.2016493806011,1218.0343767968527,0.10982072748585002,160.34092754199315,False,Nominal,Continue standard compression operations.
443.35906975550785,1243.3667772783995,0.11948851375616011,158.07453486943078,False,Nominal,Continue standard compression operations.
450.9843061793456,1255.7064745391824,0.08461848190221763,159.5867774406079,False,Nominal,Continue standard compression operations.
453.69233289997703,1265.258915371868,0.10610573737821884,161.22043233917844,False,Nominal,Continue standard compression operations.
450.85684140594987,1233.116736056966,0.11181435123773792,160.31394592193686,False,Nominal,Continue standard compression operations.
449.4217585880588,1256.1802125014694,0.10951823204130814,158.82693746087213,False,Nominal,Continue standard compression operations.
448.49448152205355,1239.4223729574894,0.12304709744067444,160.44843280858157,False,Nominal,Continue standard compression operations.
442.60739004816287,1237.4105905008878,0.10355160135235598,161.42921958127323,False,Nominal,Continue standard compression operations.
446.4007789580265,1253.2548990623002,0.14242061334648942,155.90011744284504,False,Nominal,Continue standard compression operations.
447.69680614520104,1249.7848431762013,0.3618876754627348,208.43065179761493,True,Thrust Bearing Degradation,Schedule unit shutdown within 48 hours for thrust bearing inspection.
455.2856111310946,1216.3541176452363,0.1198139935772277,159.32749052263785,False,Nominal,Continue standard compression operations.
451.7180914478423,1262.1481052458885,0.11344210566974164,160.85097986648046,False,Nominal,Continue standard compression operations.
441.1847992231863,1260.7013703122118,0.12310381367717958,162.39449384729045,False,Nominal,Continue standard compression operations.
451.62041984697396,1230.616559477357,0.13650196529335268,157.25665260553907,False,Nominal,Continue standard compression operations.
448.0745885979184,1245.937053001561,0.10265739568578199,158.5811179951449,False,Nominal,Continue standard compression operations.
446.6153899984702,1247.410452794241,0.10683767021849486,159.4229026082486,False,Nominal,Continue standard compression operations.
453.0583814442043,1243.9101064873587,0.11392547942446671,158.43249295775115,False,Nominal,Continue standard compression operations.
455.15499761247975,1231.7454226923187,0.0930825815305357,163.46987315167362,False,Nominal,Continue standard compression operations.
454.656400595581,1229.9256494809292,0.10361484280557004,158.28645581234642,False,Nominal,Continue standard compression operations.
445.8039123838868,1239.6166889351284,0.11047558252910682,158.88890644102628,False,Nominal,Continue standard compression operations.
448.45393812074394,1257.5909352888905,0.13748778361425454,160.40877806320594,False,Nominal,Continue standard compression operations.
451.65631715701784,1248.1540023189166,0.12525122658003848,157.59570094784783,False,Nominal,Continue standard compression operations.
454.8777256356118,1012.9506744929267,0.4289456382038331,159.20863857648746,True,General Mechanical Fault,Dispatch reliability engineer for vibration spectral analysis.
447.60412881077355,1251.5754806597251,0.13701795924335944,160.63490652250036,False,Nominal,Continue standard compression operations.
